SN	Date	HerdID	form_ID	species	AnimalID	Earing	Breed 	Age	Sex	Lactating	Healthy	Sick	Recovered	SampleID 	Sector 	Cell	Village	RBT_sample 	RBTDate	ELISA_sample	ELISADate 	RBT_ELISA
168		F	RWE006F	cattle	C121	1646343	Cross	Adult	Female	Yes	Yes	No		RWEC168	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
169		F	RWE006F	cattle	C122	1646340	Cross	Adult	Female	Yes	Yes	No		RWEC169	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
170		F	RWE006F	cattle	C123	1646339	Cross	Adult	Female	Yes	Yes	No		RWEC170	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
171		F	RWE006F	cattle	C124	1646312	Cross	Adult	Female	Yes	Yes	No		RWEC171	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
172		F	RWE006F	cattle	C125	1646310	Cross	Adult	Female	Yes	Yes	No		RWEC172	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
173		F	RWE006F	cattle	C126	1646311	Cross	Adult	Female	No	Yes	No		RWEC173	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
174		F	RWE006F	cattle	C127	1646327	Cross	Adult	Female	Yes	Yes	No		RWEC174	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
175		F	RWE006F	cattle	C128	Ikimasa	Cross	Adult	Male	No	Yes	No		RWEC175	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
176		F	RWE006F	sheep	S002	Mutesi	Cross	Adult	Female	No	Yes	No		RWES176	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
177		F	RWE006F	sheep	S003	Mahoro	Cross	Adult	Female	No	Yes	No		RWES177	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
178		F	RWE006F	sheep	S004	Mukara	Cross	Adult	Female	No	Yes	No		RWES178	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
179		F	RWE006F	sheep	S005	Rugeyo	Cross	Adult	Male	No	Yes	No		RWES179	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
180		F	RWE006F	sheep	S006	Mbaga	Cross	Adult	Female	No	Yes	No		RWES180	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
181		F	RWE006F	sheep	S007	Rugamba	Cross	Adult	Male	No	Yes	No		RWES181	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
182		F	RWE006F	sheep	S008	Muzungu	Cross	Adult	Female	No	Yes	No		RWES182	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
183		F	RWE006F	sheep	S009	Murebwa	Cross	Adult	Female	No	Yes	No		RWES183	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
184		F	RWE006F	sheep	S010	Cyatukwire	Cross	Adult	Female	No	Yes	No		RWES184	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
185		F	RWE006F	sheep	S011	Mweru	Cross	Adult	Female	No	Yes	No		RWES185	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
186		F	RWE006F	sheep	S012	Muhoza	Cross	Adult	Female	No	Yes	No		RWES186	Rwempasha	Mishenyi		Negative		Negative	6/11/23	Negative 
187	3/4/23	G	RWE007G	cattle	C129	1516538	Cross	Adult	Female	Yes	Yes			RWEC187	Rwempasha	Kazaza	Gakindo	Negative		Negative	6/11/23	Negative 
188		G	RWE007G	cattle	C130	1516613	Cross	Adult	Female	Yes	Yes			RWEC188	Rwempasha	Kazaza	Gakindo	Negative		Negative	6/11/23	Negative 
189		G	RWE007G	cattle	C131	1516619	Cross	Adult	Female	Yes	Yes			RWEC189	Rwempasha	Kazaza	Gakindo	Negative		Negative	6/11/23	Negative 
190		G	RWE007G	cattle	C132	1516638	Cross	Adult	Female	Yes	Yes			RWEC190	Rwempasha	Kazaza	Gakindo	no serum		no serum	Only milk was collected so remove it from the list 	
191		G	RWE007G	cattle	C133	1516529	Cross	Adult	Female	Yes	Yes			RWEC191	Rwempasha	Kazaza	Gakindo	no serum		no serum	Only milk was collected so remove it from the list 	
192		G	RWE007G	cattle	C134	1516646	Cross	Adult	Female	Yes	Yes			RWEC192	Rwempasha	Kazaza	Gakindo	Negative		Positive	6/11/23	
193		G	RWE007G	cattle	C135	1516537	Cross	Adult	Female	Yes	Yes			RWEC193	Rwempasha	Kazaza	Gakindo	no serum		no serum	Only milk was collected so remove it from the list 	
194		G	RWE007G	cattle	C136	1516537	Cross	Adult	Female	Yes	Yes			RWEC194	Rwempasha	Kazaza	Gakindo	no serum		no serum	Only milk was collected so remove it from the list 	
195		G	RWE007G	cattle	C137	1516609	Cross	Adult	Female	Yes	Yes			RWEC195	Rwempasha	Kazaza	Gakindo	Negative		Positive	6/11/23	
196		G	RWE007G	cattle	C138	1516534	Cross	Adult	Female	Yes	Yes			RWEC196	Rwempasha	Kazaza	Gakindo	Negative		Negative	6/11/23	Negative 
197		G	RWE007G	cattle	C139	1516631	Cross	Adult	Female	Yes	Yes			RWEC197	Rwempasha	Kazaza	Gakindo	Negative		Negative	6/11/23	Negative 
198		G	RWE007G	cattle	C140	1516614	Cross	Adult	Male	No	Hygroma			RWEC198	Rwempasha	Kazaza	Gakindo	Negative		Negative	6/11/23	Negative 
199		G	RWE007G	cattle	C141	1516626	Cross	Adult	Female	Yes	Yes			RWEC199	Rwempasha	Kazaza	Gakindo	Negative		Negative	6/11/23	Negative 
200		G	RWE007G	cattle	C142	1516558	Cross	Adult	Female	Yes	Yes			RWEC200	Rwempasha	Kazaza	Gakindo	Negative		Negative	6/11/23	Negative 
201		G	RWE007G	cattle	C143	1516543	Exotic	Adult	Female	Yes	Yes			RWEC201	Rwempasha	Kazaza	Gakindo	Negative		Negative	6/11/23	Negative 
202		G	RWE007G	cattle	C144	1516714	Cross	Adult	Female	Yes	Yes			RWEC202	Rwempasha	Kazaza	Gakindo	Negative		Negative	6/11/23	Negative 
203		G	RWE007G	cattle	C145	1516629	Cross	Adult	Female	Yes	Yes			RWEC203	Rwempasha	Kazaza	Gakindo	Negative		Negative	6/11/23	Negative 
204		G	RWE007G	cattle	C146	1516617	Cross	Adult	Female	Yes	Yes			RWEC204	Rwempasha	Kazaza	Gakindo	Negative		Negative	6/11/23	Negative 
205		G	RWE007G	cattle	C147	1516637	Cross	Adult	Female	Yes	Yes			RWEC205	Rwempasha	Kazaza	Gakindo	Negative		Negative	6/11/23	Negative 
206		G	RWE007G	cattle	C148	1516618	Cross	Adult	Female	Yes	Yes			RWEC206	Rwempasha	Kazaza	Gakindo	Negative		Negative	6/11/23	Negative 
207		G	RWE007G	cattle	C149	1516554	Cross	Adult	Female	Yes	Yes			RWEC207	Rwempasha	Kazaza	Gakindo	Negative		Negative	6/11/23	Negative 
208		G	RWE007G	cattle	C150	Cyasha	Cross	Adult	Female	Yes	Yes			RWEC208	Rwempasha	Kazaza	Gakindo	Negative		Negative	6/11/23	Negative 
209		G	RWE007G	cattle	C151	1516635	Cross	Adult	Female	Yes	Yes			RWEC209	Rwempasha	Kazaza	Gakindo	Negative		Negative	6/11/23	Negative 
210	3/4/23	H	RWE008H	cattle	C152	1648773	Cross	Adult	Female	No	Yes			RWEC210	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
211		H	RWE008H	cattle	C153	1648792	Cross	Adult	Female	Yes	Yes			RWEC211	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
212		H	RWE008H	cattle	C154	1648786	Cross	Adult	Female	No	No			RWEC212	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
213		H	RWE008H	cattle	C155	1648779	Cross	Adult	Male	No	Yes			RWEC213	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
214		H	RWE008H	cattle	C156	1648774	Cross	Adult	Female	Yes	Yes			RWEC214	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
215		H	RWE008H	cattle	C157	1648805	Cross	Adult	Female	Yes	Aborted			RWEC215	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
216		H	RWE008H	cattle	C158	1648787	Cross	Adult	Female	Yes	Yes			RWEC216	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
217		H	RWE008H	cattle	C159	1648764	Cross	Adult	Female	Yes	Yes			RWEC217	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
218		H	RWE008H	cattle	C160	1648762	Cross	Adult	Female	Yes	Aborted			RWEC218	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
219		H	RWE008H	cattle	C161	1648797	Cross	Adult	Female	Yes	Yes			RWEC219	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
220		H	RWE008H	cattle	C162	1648768	Cross	Adult	Female	Yes	Aborted			RWEC220	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
221		H	RWE008H	cattle	C163	1648291	Cross	Adult	Male	No	Yes			RWEC221	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
222		H	RWE008H	cattle	C164	1648798	Cross	Adult	Female	Yes	Aborted			RWEC222	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
223		H	RWE008H	cattle	C165	1648806	Cross	Adult	Female	Yes	Aborted			RWEC223	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
224		H	RWE008H	cattle	C166	1426244	Cross	Adult	Female	Yes	Yes			RWEC224	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
225		H	RWE008H	cattle	C167	1648808	Cross	Adult	Female	Yes	Yes			RWEC225	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
226		H	RWE008H	cattle	C168	1648803	Cross	Adult	Female	Yes	Aborted			RWEC226	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
227		H	RWE008H	cattle	C169	1648796	Cross	Adult	Female	Yes	Repeat breeder			RWEC227	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
228		H	RWE008H	cattle	C170	1648771	Cross	Adult	Female	Yes	Yes			RWEC228	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
229		H	RWE008H	cattle	C171	1648790	Cross	Adult	Female	Yes	Aborted			RWEC229	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
230		H	RWE008H	sheep	S013	Ngabo	Local	Adult	Female	Yes	Yes			RWES230	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
231		H	RWE008H	sheep	S014	Frano	Local	Adult	Female	Yes	Yes			RWES231	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
232		H	RWE008H	sheep	S015	Kibumba	Local	Adult	Female	Yes	Yes			RWES232	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
233		H	RWE008H	sheep	S016	Sine	Local	Adult	Female	Yes	Yes			RWES233	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
234		H	RWE008H	sheep	S017	Barasi	Local	Adult	Female	Yes	Yes			RWES234	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
235		H	RWE008H	sheep	S018	Ruyensi	Local	Adult	Male	No	Yes			RWES235	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
236		H	RWE008H	sheep	S019	Bugondo	Local	Adult	Female	Yes	Yes			RWES236	Rwempasha	Gasinga 		Negative		Negative	6/11/23	Negative 
237	4/4/23	I	RWI001I	cattle	C172	Cyozi	Cross	Adult	Female	No	Yes			RWIC237	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
238		I	RWI001I	cattle	C173	664794	Cross	Adult	Female	Yes	Yes			RWIC238	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
239		I	RWI001I	cattle	C174	34731	Cross	Adult	Female	Yes	Yes			RWIC239	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
240		I	RWI001I	cattle	C175	664761	Cross	Adult	Female	No	Yes			RWIC240	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
241		I	RWI001I	cattle	C176	664769	Cross	Adult	Female	Yes	Yes			RWIC241	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
242		I	RWI001I	cattle	C177	664767	Cross	Adult	Female	Yes	Yes			RWIC242	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
243		I	RWI001I	cattle	C178	34712	Cross	Adult	Female	No	Yes			RWIC243	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
244		I	RWI001I	cattle	C179	664686	Cross	Adult	Female	Yes	Yes			RWIC244	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
245		I	RWI001I	cattle	C180	35822	Cross	Adult	Male	No	Yes			RWIC245	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
246		I	RWI001I	cattle	C181	34711	Cross	Adult	Female	Yes	Yes			RWIC246	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
247		I	RWI001I	cattle	C182	664781	Cross	Adult	Female	No	Aborted + Repeat breeder			RWIC247	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
248		I	RWI001I	cattle	C183	664677	Cross	Adult	Female	Yes	Yes			RWIC248	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
249		I	RWI001I	cattle	C184	7521	Cross	Adult	Female	Yes	Yes			RWIC249	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
250		I	RWI001I	cattle	C185	66466	Cross	Adult	Female	Yes	Yes			RWIC250	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
251		I	RWI001I	cattle	C186	664792	Cross	Adult	Female	Yes	Yes			RWIC251	Rwimiyaga	Kirebe	Kirebe	Negative		Positive	9/11/23	
252		I	RWI001I	cattle	C187	664657	Cross	Adult	Female	Yes	Yes			RWIC252	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
253		I	RWI001I	cattle	C188	664674	Cross	Adult	Female	Yes	Yes			RWIC253	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
254		I	RWI001I	cattle	C189	Mpare	Cross	Adult	Female	Yes	Yes			RWIC254	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
255		I	RWI001I	cattle	C190	66476	Cross	Adult	Female	Yes	Yes			RWIC255	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
256		I	RWI001I	cattle	C191	664662	Cross	Adult	Female	Yes	Yes			RWIC256	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
257		I	RWI001I	cattle	C192	1503923	Cross	Adult	Male	No	Yes			RWIC257	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
258		I	RWI001I	goat	G047	Gihuga	Local	Adult	Female	No	Yes			RWIG258	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
259		I	RWI001I	goat	G048	Ruhaya	Local	Adult	Male	No	Yes			RWIG259	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
260		I	RWI001I	goat	G049	Ndegeya	Local	Adult	Female	Yes	Yes			RWIG260	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
261		I	RWI001I	goat	G050	Cyasha	Local	Adult	Female	Yes	Yes			RWIG261	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
262		I	RWI001I	goat	G051	Bicocero	Local	Adult	Female	Yes	Yes			RWIG262	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
263		I	RWI001I	goat	G052	Masogisi	Local	Adult	Female	Yes	Yes			RWIG263	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
264		I	RWI001I	goat	G053	Bicocero	Local	Adult	Female	Yes	Yes			RWIG264	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
265		I	RWI001I	goat	G054	Cyakana nkweto	Local	Adult	Female	Yes	Yes			RWIG265	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
266		I	RWI001I	goat	G055	Kanigi	Local	Adult	Male	No	Yes			RWIG266	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
267		I	RWI001I	goat	G056	Masogisi Kabiri	Local	Adult	Female	Yes	Yes			RWIG267	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
268		I	RWI001I	goat	G057	Guhwi	Local	Adult	Female	Yes	Yes			RWIG268	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
269		I	RWI001I	goat	G058	Musheru	Local	Adult	Female	Yes	Yes			RWIG269	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
270	4/4/23	J	RWI002J	cattle	C193	128061	Cross	Young	Female	No	Yes			RWIC270	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
271		J	RWI002J	cattle	C194	866534	Cross	Young	Female	No	Yes			RWIC271	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
272		J	RWI002J	cattle	C195	72394	Cross	Young	Female	No	Yes			RWIC272	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
273		J	RWI002J	cattle	C196	Ngabo	Cross	Adult	Female	Yes	Yes			RWIC273	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
274		J	RWI002J	cattle	C197	1114047	Cross	Young	Female	No	Yes			RWIC274	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
275		J	RWI002J	cattle	C198	1631309	Cross	Young	Female	No	Yes			RWIC275	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
276		J	RWI002J	cattle	C199	87490	Cross	Young	Female	No	Yes			RWIC276	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
277		J	RWI002J	cattle	C200	128760	Cross	Adult	Female	No	Aborted			RWIC277	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
278		J	RWI002J	cattle	C201	1631126	Cross	Young	Female	No	Yes			RWIC278	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
279		J	RWI002J	cattle	C202	128150	Cross	Young	Female	No	Yes			RWIC279	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
280		J	RWI002J	cattle	C203	1631133	Cross	Young	Female	No	Yes			RWIC280	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
281		J	RWI002J	cattle	C204	87366	Cross	Young	Female	No	Yes			RWIC281	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
282		J	RWI002J	cattle	C205	128772	Cross	Young	Female	No	Yes			RWIC282	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
283		J	RWI002J	cattle	C206	1631130	Cross	Adult	Male		Yes			RWIC283	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
284		J	RWI002J	cattle	C207	72427	Cross	Young	Female	No	Yes			RWIC284	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
285		J	RWI002J	cattle	C208	87880	Cross	Young	Female	No	Yes			RWIC285	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
286		J	RWI002J	cattle	C209	128783	Cross	Young	Female	No	Yes			RWIC286	Rwimiyaga	Kirebe	Rukindo	Negative		Positive	9/11/23	
287		J	RWI002J	cattle	C210	128162	Cross	Young	Female	No	Yes			RWIC287	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
288		J	RWI002J	cattle	C211	28903	Cross	Young	Female	No	Yes			RWIC288	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
289		J	RWI002J	cattle	C212	1631339	Cross	Adult	Female	No	Aborted			RWIC289	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
290		J	RWI002J	goat	G59	Mukara	Local	Young	Female	No	Yes			RWIG290	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
291		J	RWI002J	goat	G60	Nkungu	Local	Adult	Female	Yes	Yes			RWIG291	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
292		J	RWI002J	goat	G61	Cyasha	Local	Adult	Female	No	Yes			RWIG292	Rwimiyaga	Kirebe	Rukindo	Negative		Positive	9/11/23	
293		J	RWI002J	goat	G62	Gihuga	Local	Adult	Female	Yes	Aborted			RWIG293	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
294		J	RWI002J	goat	G63	Musheru	Local	Adult	Female	Yes	Yes			RWIG294	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
295		J	RWI002J	goat	G64	Gihuga 2	Local	Adult	Female	Yes	Yes			RWIG295	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
296		J	RWI002J	goat	G65	Ruhaya	Local	Adult	Male	No	Yes			RWIG296	Rwimiyaga	Kirebe	Rukindo	Negative		Negative	9/11/23	Negative 
297		J	RWI002J	goat	G66	Musheru 2	Local	Adult	Female	Yes	Yes			RWIG297	Rwimiyaga	Kirebe	Kirebe	Negative		Positive	9/11/23	
298		J	RWI002J	goat	G67	Kibara	Local	Adult	Female	Yes	Yes			RWIG298	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
299		J	RWI002J	goat	G68	Cyasha	Local	Adult	Female	Yes	Yes			RWIG299	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
300		J	RWI002J	goat	G69	Musheru purse	Local	Adult	Female	Yes	Yes			RWIG300	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
301		J	RWI002J	goat	G70	Gasogisi	Local	Adult	Female	No	Aborted			RWIG301	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
302		J	RWI002J	goat	G71	Mukara	Local	Adult	Female	No	aborted			RWIG302	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	9/11/23	Negative 
303	5/4/23	K	RWI003K	cattle	C213	375151	Cross	Adult	Male	No	Yes			RWIC303	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	7/11/23	Negative 
304		K	RWI003K	cattle	C214	664609	Cross	Adult	Female	Yes	Yes			RWIC304	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	7/11/23	Negative 
305		K	RWI003K	cattle	C215	664745	Cross	Adult	Female	Yes	Yes			RWIC305	Rwimiyaga	Kirebe	Kirebe	Positive		Positive	7/11/23	Positive
306		K	RWI003K	cattle	C216	664717	Cross	Adult	Female	Yes	Yes			RWIC306	Rwimiyaga	Kirebe	Kirebe	Positive		Positive	7/11/23	Positive
307		K	RWI003K	cattle	C217	664729	Cross	Adult	Female	Yes	Yes			RWIC307	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	7/11/23	Negative 
308		K	RWI003K	cattle	C218	664727	Cross	Adult	Female	Yes	Yes			RWIC308	Rwimiyaga	Kirebe	Kirebe	Negative		Positive	7/11/23	
309		K	RWI003K	cattle	C219	664931	Cross	Adult	Female	Yes	Yes			RWIC309	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	7/11/23	Negative 
310		K	RWI003K	cattle	C220	664657	Cross	Adult	Female	Yes	Yes			RWIC310	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	7/11/23	Negative 
311		K	RWI003K	cattle	C221	664728	Cross	Adult	Female	Yes	Yes			RWIC311	Rwimiyaga	Kirebe	Kirebe	Positive		Positive	7/11/23	Positive
312		K	RWI003K	cattle	C222	664732	Cross	Adult	Female	Yes	Yes			RWIC312	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	7/11/23	Negative 
313		K	RWI003K	cattle	C223	664647	Cross	Adult	Female	Yes	Yes			RWIC313	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	7/11/23	Negative 
314		K	RWI003K	cattle	C224	664947	Cross	Adult	Female	Yes	Yes			RWIC314	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	7/11/23	Negative 
315		K	RWI003K	cattle	C225	664936	Cross	Adult	Female	No	Yes			RWIC315	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	7/11/23	Negative 
316		K	RWI003K	cattle	C226	664714	Cross	Adult	Female	No	Yes			RWIC316	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	7/11/23	Negative 
317		K	RWI003K	cattle	C227	664952	Cross	Adult	Female	No	Yes			RWIC317	Rwimiyaga	Kirebe	Kirebe	Negative		Positive	7/11/23	
318		K	RWI003K	cattle	C228	654754	Cross	Adult	Female	No	Aborted			RWIC318	Rwimiyaga	Kirebe	Kirebe	Negative		Positive	7/11/23	
319		K	RWI003K	cattle	C229	652386	Cross	Adult	Female	No	Repeat breeder			RWIC319	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	7/11/23	Negative 
320		K	RWI003K	cattle	C230	664637	Cross	Adult	Female	No	Aborted			RWIC320	Rwimiyaga	Kirebe	Kirebe	Positive		Positive	7/11/23	Positive
321		K	RWI003K	cattle	C231	664918	Cross	Adult	Female	No	Repeat breeder			RWIC321	Rwimiyaga	Kirebe	Kirebe	Negative		Positive	7/11/23	
322		K	RWI003K	cattle	C232	664746	Cross	Adult	Female	Yes	Yes			RWIC323	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	7/11/23	Negative 
323	5/4/23	L	RWI004L	cattle	C233	1667728	Cross	Adult	Female	No	Repeat breeder			RWIC324	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	7/11/23	Negative 
324		L	RWI004L	cattle	C234	1608026	Cross	Adult	Female	No	Repeat breeder			RWIC325	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	7/11/23	Negative 
325		L	RWI004L	cattle	C235	1667570	Cross	Adult	Female	No	Repeat breeder			RWIC326	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	7/11/23	Negative 
326		L	RWI004L	cattle	C236	1667587	Cross	Adult	Female	No	Repeat breeder			RWIC327	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	7/11/23	Negative 
327		L	RWI004L	cattle	C237	1667559	Cross	Adult	Female	No	Repeat breeder			RWIC328	Rwimiyaga	Kirebe	Kirebe	Negative		Negative	7/11/23	Negative 
328	5/4/23	M	RWI005M	cattle	C238	736904	Cross	Adult	Female	No	Yes			RWIC329	Rwimiyaga	Kirebe	Gatebe 2	Negative		Negative	7/11/23	Negative 
329		M	RWI005M	cattle	C239	815052	Cross	Adult	Female	Yes	Yes			RWIC330	Rwimiyaga	Kirebe	Gatebe 2	Negative		Negative	7/11/23	Negative 
330		M	RWI005M	cattle	C240	1571091	Cross	Adult	Female	No	Repeat breeder			RWIC331	Rwimiyaga	Kirebe	Gatebe 2	Negative		Negative	7/11/23	Negative 
331		M	RWI005M	cattle	C241	1571100	Local	Adult	Female	No	Repeat breeder			RWIC332	Rwimiyaga	Kirebe	Gatebe 2	Negative		Negative	7/11/23	Negative 
332		M	RWI005M	cattle	C242	334074	Exotic	Adult	Male	No	Yes			RWIC333	Rwimiyaga	Kirebe	Gatebe 2	Negative		Negative	7/11/23	Negative 
333		M	RWI005M	cattle	C243	1606302	Cross	Adult	Female	No	Repeat breeder			RWIC334	Rwimiyaga	Kirebe	Gatebe 2	Negative		Negative	7/11/23	Negative 
